imei,ts,lat,lon,color,speed
230233,2024-09-23 08:38:48+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:38:53+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:39:03+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:39:08+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:39:13+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:39:18+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:39:23+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:39:28+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:39:33+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:39:38+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:39:48+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:39:53+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:39:58+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:40:03+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:40:08+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:40:13+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:40:18+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:40:23+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:40:33+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:40:38+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:40:43+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:40:48+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:40:53+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:40:58+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:41:03+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:41:13+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:41:18+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:41:23+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:41:28+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:41:33+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:41:38+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:41:43+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:41:53+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:42:03+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:42:08+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:42:13+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:42:18+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:42:23+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:42:28+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:42:38+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:42:48+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:42:53+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:42:58+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:43:03+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:43:08+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:43:18+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:43:23+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:43:33+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:43:38+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:43:43+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:43:48+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:43:53+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:44:03+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:44:08+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:44:13+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:44:18+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:44:23+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:44:28+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:44:33+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:44:38+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:44:48+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:44:53+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:44:58+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:45:08+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:45:13+07:00,-6.37165,106.829436,blue,0
230233,2024-09-23 08:45:20+07:00,-6.371335,106.829231,blue,22
230233,2024-09-23 08:45:25+07:00,-6.369764,106.828208,blue,14
230233,2024-09-23 08:45:45+07:00,-6.36348,106.824115,blue,105
230233,2024-09-23 08:45:52+07:00,-6.361594,106.822886,blue,0
230233,2024-09-23 08:46:08+07:00,-6.360866,106.822879,blue,0
230233,2024-09-23 08:46:29+07:00,-6.360676,106.822945,blue,17
230233,2024-09-23 08:46:34+07:00,-6.360441,106.823031,blue,22
230233,2024-09-23 08:46:39+07:00,-6.360111,106.823126,blue,26
230233,2024-09-23 08:46:45+07:00,-6.359688,106.823263,blue,31
230233,2024-09-23 08:46:52+07:00,-6.359038,106.823468,blue,39
230233,2024-09-23 08:46:57+07:00,-6.358556,106.823605,blue,38
230233,2024-09-23 08:47:02+07:00,-6.358063,106.823703,blue,37
230233,2024-09-23 08:47:07+07:00,-6.357581,106.823726,blue,36
230233,2024-09-23 08:47:13+07:00,-6.356958,106.823981,blue,43
230233,2024-09-23 08:47:18+07:00,-6.356371,106.824246,blue,44
230233,2024-09-23 08:47:23+07:00,-6.355784,106.824445,blue,47
230233,2024-09-23 08:47:33+07:00,-6.354725,106.824781,blue,46
230233,2024-09-23 08:47:36+07:00,-6.354268,106.824923,blue,48
230233,2024-09-23 08:47:41+07:00,-6.353643,106.825113,blue,48
230233,2024-09-23 08:47:57+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:48:02+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:48:07+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:48:17+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:48:22+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:48:27+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:48:32+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:48:37+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:48:43+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:48:52+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:48:57+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:49:02+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:49:06+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:49:11+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:49:17+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:49:22+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:49:27+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:49:43+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:49:53+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:49:57+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:50:05+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:50:10+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:50:15+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:50:20+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:50:25+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:50:33+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:50:37+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:50:42+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:50:48+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:50:53+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:51:08+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:51:11+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:51:16+07:00,-6.353053,106.825326,blue,0
230233,2024-09-23 08:51:22+07:00,-6.351656,106.831526,blue,13
230233,2024-09-23 08:51:45+07:00,-6.352485,106.831921,blue,24
230233,2024-09-23 08:51:55+07:00,-6.353156,106.831896,blue,26
230233,2024-09-23 08:52:05+07:00,-6.353751,106.831848,blue,22
230233,2024-09-23 08:52:14+07:00,-6.353979,106.831831,blue,0
230233,2024-09-23 08:52:33+07:00,-6.353979,106.831831,blue,0
230233,2024-09-23 08:52:50+07:00,-6.353979,106.831831,blue,0
230233,2024-09-23 08:52:59+07:00,-6.353979,106.831831,blue,0
230233,2024-09-23 08:53:04+07:00,-6.355756,106.830503,blue,0
230233,2024-09-23 08:53:09+07:00,-6.356036,106.830281,blue,31
230233,2024-09-23 08:53:14+07:00,-6.356355,106.830045,blue,31
230233,2024-09-23 08:53:22+07:00,-6.356809,106.829991,blue,31
230233,2024-09-23 08:53:26+07:00,-6.356809,106.829991,blue,26
230233,2024-09-23 08:53:31+07:00,-6.356809,106.829991,blue,26
230233,2024-09-23 08:53:39+07:00,-6.356809,106.829991,blue,22
230233,2024-09-23 08:53:43+07:00,-6.356809,106.829991,blue,23
230233,2024-09-23 08:53:49+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:53:57+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:54:01+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:54:06+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:54:11+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:54:16+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:54:26+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:54:31+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:54:36+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:54:40+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:54:46+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:54:51+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:54:56+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:55:01+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:55:11+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:55:16+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:55:23+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:55:24+07:00,-6.356809,106.829991,blue,0
230233,2024-09-23 08:55:32+07:00,-6.361104,106.831613,blue,12
230233,2024-09-23 08:55:37+07:00,-6.361278,106.831553,blue,13
230233,2024-09-23 08:55:45+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:55:50+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:55:55+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:56:00+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:56:05+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:56:10+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:56:17+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:56:21+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:56:25+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:56:34+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:56:39+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:56:44+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:56:46+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:56:54+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:57:04+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:57:14+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:57:19+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:57:26+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:57:35+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:57:42+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:57:46+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:57:55+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:58:00+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:58:05+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:58:15+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:58:24+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:58:29+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:58:34+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:58:38+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:58:42+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:58:48+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:58:53+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:59:03+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:59:09+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:59:19+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:59:24+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:59:32+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:59:36+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:59:46+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:59:51+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 08:59:56+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:01:01+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:01:06+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:01:16+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:01:26+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:01:31+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:01:36+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:01:41+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:01:46+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:01:51+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:02:01+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:02:06+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:02:11+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:02:16+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:02:21+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:02:28+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:02:32+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:02:37+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:02:42+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:02:51+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:02:56+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:03:01+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:03:09+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:03:13+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:03:18+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:03:27+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:03:32+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:03:37+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:03:42+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:03:47+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:03:55+07:00,-6.361341,106.831481,blue,0
230233,2024-09-23 09:03:57+07:00,-6.367845,106.825118,blue,0
230233,2024-09-23 09:04:04+07:00,-6.368465,106.825091,blue,34
230233,2024-09-23 09:04:10+07:00,-6.368983,106.825066,blue,34
230233,2024-09-23 09:04:13+07:00,-6.369195,106.825301,blue,26
230233,2024-09-23 09:04:22+07:00,-6.369598,106.825721,blue,19
230233,2024-09-23 09:04:25+07:00,-6.369701,106.825823,blue,18
230233,2024-09-23 09:04:32+07:00,-6.369813,106.825973,blue,0
230233,2024-09-23 09:04:35+07:00,-6.369813,106.825973,blue,0
230233,2024-09-23 09:04:45+07:00,-6.369828,106.825993,blue,13
230233,2024-09-23 09:04:50+07:00,-6.37001,106.826123,blue,16
230233,2024-09-23 09:04:56+07:00,-6.370186,106.826271,blue,21
230233,2024-09-23 09:04:59+07:00,-6.370353,106.826428,blue,23
230233,2024-09-23 09:05:04+07:00,-6.370585,106.826668,blue,25
230233,2024-09-23 09:05:09+07:00,-6.370868,106.826929,blue,27
230233,2024-09-23 09:05:14+07:00,-6.37106,106.827151,blue,21
230233,2024-09-23 09:05:33+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:05:48+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:05:53+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:06:00+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:06:09+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:06:14+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:06:20+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:06:25+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:06:30+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:06:35+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:06:43+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:06:50+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:06:55+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:07:00+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:07:05+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:07:10+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:07:18+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:07:23+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:07:30+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:07:33+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:07:37+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:07:42+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:07:51+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:07:55+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:08:00+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:08:05+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:08:10+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:08:21+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:08:26+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:08:36+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:08:41+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:08:46+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:08:51+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:08:56+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:09:06+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:09:11+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:09:16+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:09:21+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:09:26+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:09:31+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:09:36+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:09:46+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:09:51+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:09:53+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:10:01+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:10:06+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:10:11+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:10:16+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:10:21+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:10:31+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:10:36+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:10:39+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:10:47+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:10:52+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:11:02+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:11:07+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:11:12+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:11:21+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:11:25+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:11:30+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:11:35+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:11:40+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:11:50+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:11:55+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:12:00+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:12:05+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:12:10+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:12:15+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:12:25+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:12:35+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:12:40+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:12:43+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:12:51+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:12:58+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:13:03+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:13:08+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:13:13+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:13:21+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:13:26+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:13:31+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:13:36+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:13:41+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:13:46+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:13:51+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:13:56+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:14:06+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:14:16+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:14:21+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:14:26+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:14:31+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:14:36+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:14:46+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:14:51+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:14:56+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:15:01+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:15:11+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:15:16+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:15:21+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:15:26+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:15:36+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:15:41+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:15:46+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:15:51+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:15:55+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:16:05+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:16:10+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:16:15+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:16:25+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:16:30+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:16:35+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:16:50+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:16:55+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:17:00+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:17:10+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:17:15+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:17:20+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:17:30+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:17:35+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:17:40+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:17:45+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:17:50+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:18:00+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:18:05+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:18:15+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:18:20+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:18:25+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:18:30+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:18:35+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:18:40+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:18:50+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:18:53+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:18:58+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:19:01+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:19:11+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:19:17+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:19:20+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:19:27+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:19:32+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:19:37+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:19:52+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:19:57+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:20:02+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:20:12+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:20:17+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:20:22+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:20:27+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:20:37+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:20:42+07:00,-6.371276,106.827356,blue,0
230233,2024-09-23 09:20:47+07:00,-6.371276,106.827356,blue,0
